source_type,source_link,code,name
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ido
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Igbo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ijo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Iloko
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Indic
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,id,Indonesian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,in,Indonesian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ingush
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Inuktitut
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Inupiaq
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Iranian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ga,Irish
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Iroquoian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,it,Italian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ja,Japanese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Javanese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Judeo-Arabic
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Judeo-Persian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kabardian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kabyle
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kachin
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kalatdlisut
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kamba
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,kn,Kannada
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kanuri
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kara-Kalpak
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Karachay-Balkar
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Karelian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kashmiri
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kashubian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kawi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kazakh
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Khasi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,km,Khmer
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Khoisan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Khotanese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kikuyu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kimbundu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kinyarwanda
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Klingon
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Komi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kongo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Konkani
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kootenai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ko,Korean
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kpelle
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kru
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kuanyama
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kumyk
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kurukh
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kusaie
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Kyrgyz
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ladino
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lahnda
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lamba
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,lo,Lao
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Latin
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,lv,Latvian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lezgian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lingala
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,lt,Lithuanian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lozi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Luba-Katanga
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Luba-Lulua
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lule Sami
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lunda
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Luo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Lushai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Luxembourgish
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Macedonian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Madurese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Magahi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Maithili
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Makasar
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Malagasy
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,msa,Malay
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ml,Malayalam
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Maltese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Manchu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mandingo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Manipuri
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Manx
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Maori
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mapuche
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,mr,Marathi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mari
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Marshallese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Marwari
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Masai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mende
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Micmac
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Minangkabau
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mirandese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mohawk
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Moldavian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mon-Khmer
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mongo-Nkundu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Mongolian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Munda
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nahuatl
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nauru
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Navajo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ndebele
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ndonga
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ne,Nepali
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Newari
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nias
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Niger-Kordofanian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nilo-Saharan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Niuean
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nogai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Northern Frisian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Northern Sami
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Northern Sotho
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,no,Norwegian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nyamwezi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nyanja
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nyankole
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nyoro
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Nzima
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Oirat
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ojibwa
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Old Norse
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Oriya
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Oromo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Osage
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ossetic
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Pahlavi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Palauan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Pali
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Pampanga
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Pangasinan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Panjabi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Papiamento
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Papuan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,fa,Persian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Philippine
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Phoenician
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,pl,Polish
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ponape
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,pt,Portuguese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Pushto
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Quechua
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Raeto-Romance
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Rajasthani
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Rapanui
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Rarotongan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Romani
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ro,Romanian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Rundi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ru,Russian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sami
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Samoan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sandawe
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sango (Ubangi Creole)
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sanskrit
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Santali
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sardinian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sasak
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Scots
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Scottish Gaelic
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Selkup
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Semitic
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Serer
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Shan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Shona
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sichuan Yi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sicilian Italian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sidamo
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Siksika
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,zh-cn,Simplified Chinese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,sd,Sindhi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,si,Sinhala
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sino-Tibetan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Siouan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Slavic
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,sk,Slovak
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Slovenian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sogdian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Somali
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Songhai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Soninke
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ckb,Sorani Kurdish
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sorbian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sotho
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,South American Indian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Southern Altai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,es,Spanish
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sranan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sukuma
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sumerian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Sundanese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Susu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Swahili
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Swazi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,sv,Swedish
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Swiss German
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Syriac
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,"Syriac, Modern"
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,tl,Tagalog
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tagalog
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tahitian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tajik
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tamashek
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ta,Tamil
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tatar
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,te,Telugu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Temne
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Terena
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tetum
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,th,Thai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tibetan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tigrinya
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tiv
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tlingit
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tok Pisin
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tokelauan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tonga (Nyasa)
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tongan
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,zh-tw,Traditional Chinese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Truk
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tsimshian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tsonga
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tswana
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tumbuka
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,tr,Turkish
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,"Turkish, Ottoman"
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Turkmen
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Tuvinian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Twi
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Udmurt
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Ugaritic
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Uighur
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,uk,Ukrainian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Umbundu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Upper Sorbian
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,ur,Urdu
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Uzbek
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Vai
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Venda
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,vi,Vietnamese
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Volap{232}uk
public library catalog,https://browse.nypl.org/iii/encore/home?lang=eng&suite=def&advancedSearch=true&searchString=,,Votic
